23.57,46.07,0.0
23.58,46.1,0.0
23.56,46.1,0.0
23.59,46.02,0.0
23.52,46.05,0.0
23.61,46.05,0.0
23.63,46.08,0.0
23.6,46.04,0.0
23.67,46.08,0.0
23.63,46.06,0.0
23.63,46.09,0.0
23.07,46.27,0.0
23.06,46.28,0.0
23.09,46.26,0.0
23.03,46.28,0.0
23.72,46.31,0.0
23.69,46.32,0.0
23.72,46.35,0.0
23.65,46.34,0.0
23.75,46.34,0.0
23.76,46.31,0.0
23.67,46.26,0.0
23.62,46.29,0.0
23.64,46.28,0.0
23.75,46.29,0.0
23.69,46.26,0.0
23.92,46.18,0.0
23.85,46.1,0.0
23.87,46.11,0.0
23.9,46.17,0.0
23.92,46.19,0.0
23.89,46.16,0.0
23.92,46.17,0.0
23.97,46.14,0.0
23.94,46.14,0.0
23.05,46.37,0.0
23.07,46.36,0.0
23.01,46.41,0.0
23.01,46.38,0.0
23.03,46.41,0.0
23.05,46.41,0.0
23.09,46.36,0.0
23.06,46.38,0.0
23.07,46.41,0.0
23.05,46.4,0.0
23.06,46.35,0.0
23.02,46.39,0.0
23.08,46.34,0.0
23.03,46.37,0.0
23.04,46.38,0.0
23.03,46.44,0.0
23.05,46.35,0.0
23.02,46.37,0.0
23.01,46.45,0.0
23.07,46.38,0.0
23.03,46.4,0.0
23.07,46.36,0.0
23.37,45.84,0.0
23.43,45.77,0.0
23.4,45.79,0.0
23.44,45.83,0.0
23.35,45.81,0.0
23.46,45.78,0.0
23.45,45.82,0.0
23.35,45.89,0.0
23.85,46.39,0.0
23.84,46.37,0.0
23.88,46.39,0.0
23.81,46.38,0.0
23.79,46.37,0.0
23.87,46.41,0.0
23.57,45.96,0.0
23.56,45.99,0.0
23.56,45.92,0.0
23.62,45.9,0.0
23.22,46.11,0.0
23.15,46.18,0.0
23.13,46.19,0.0
23.15,46.12,0.0
23.14,46.17,0.0
23.19,46.14,0.0
23.3,46.1,0.0
23.29,46.09,0.0
23.17,46.15,0.0
23.26,46.09,0.0
23.16,46.14,0.0
23.19,46.16,0.0
23.25,46.1,0.0
23.22,46.19,0.0
23.11,46.21,0.0
23.25,46.09,0.0
23.15,46.15,0.0
23.28,46.08,0.0
23.22,46.14,0.0
22.97,46.45,0.0
22.99,46.46,0.0
22.97,46.48,0.0
22.99,46.47,0.0
22.91,46.49,0.0
22.99,46.49,0.0
22.94,46.46,0.0
22.94,46.44,0.0
22.96,46.46,0.0
22.93,46.45,0.0
22.93,46.44,0.0
22.96,46.43,0.0
22.93,46.48,0.0
22.96,46.48,0.0
22.95,46.47,0.0
22.93,46.45,0.0
23.13,46.1,0.0
23.11,46.07,0.0
23.1,46.1,0.0
23.18,46.04,0.0
23.19,46.06,0.0
23.16,46.06,0.0
23.15,46.08,0.0
22.76,46.48,0.0
22.75,46.48,0.0
22.71,46.51,0.0
22.78,46.54,0.0
22.74,46.49,0.0
22.77,46.46,0.0
22.76,46.49,0.0
22.78,46.47,0.0
22.73,46.47,0.0
22.77,46.52,0.0
22.72,46.48,0.0
22.78,46.48,0.0
22.74,46.45,0.0
22.73,46.51,0.0
22.78,46.48,0.0
22.8,46.47,0.0
22.75,46.47,0.0
22.72,46.48,0.0
22.83,46.36,0.0
22.8,46.39,0.0
22.82,46.39,0.0
22.76,46.41,0.0
22.84,46.34,0.0
22.79,46.4,0.0
22.76,46.39,0.0
22.77,46.42,0.0
22.83,46.38,0.0
22.79,46.39,0.0
22.81,46.36,0.0
22.81,46.37,0.0
22.82,46.36,0.0
22.84,46.34,0.0
22.84,46.37,0.0
22.8,46.39,0.0
22.83,46.38,0.0
22.84,46.36,0.0
22.86,46.36,0.0
22.83,46.35,0.0
22.86,46.36,0.0
22.8,46.38,0.0
22.85,46.37,0.0
22.77,46.4,0.0
22.86,46.36,0.0
22.83,46.36,0.0
22.84,46.35,0.0
22.8,46.38,0.0
22.78,46.39,0.0
22.83,46.34,0.0
22.82,46.35,0.0
22.79,46.38,0.0
22.83,46.34,0.0
23.28,46.38,0.0
23.32,46.4,0.0
23.32,46.38,0.0
23.26,46.37,0.0
23.3,46.39,0.0
23.32,46.35,0.0
23.74,46.08,0.0
23.72,46.03,0.0
23.73,46.11,0.0
23.69,46.07,0.0
23.1,46.38,0.0
23.14,46.44,0.0
23.1,46.42,0.0
23.1,46.42,0.0
23.13,46.36,0.0
23.09,46.45,0.0
23.11,46.39,0.0
23.11,46.36,0.0
23.12,46.39,0.0
23.08,46.42,0.0
23.1,46.43,0.0
23.13,46.39,0.0
23.14,46.39,0.0
23.09,46.4,0.0
23.1,46.39,0.0
23.09,46.39,0.0
23.13,46.38,0.0
23.1,46.37,0.0
23.11,46.35,0.0
23.13,46.4,0.0
23.14,46.42,0.0
23.15,46.35,0.0
23.1,46.44,0.0
23.1,46.39,0.0
23.09,46.41,0.0
23.16,46.41,0.0
23.08,46.4,0.0
23.13,46.37,0.0
23.14,46.35,0.0
23.09,46.43,0.0
23.13,46.41,0.0
23.12,46.4,0.0
23.16,46.34,0.0
23.13,46.34,0.0
23.12,46.35,0.0
23.39,45.98,0.0
23.36,45.97,0.0
23.36,46.02,0.0
23.34,46.04,0.0
23.33,46.03,0.0
23.18,46.26,0.0
23.1,46.25,0.0
23.16,46.29,0.0
23.12,46.26,0.0
23.11,46.25,0.0
23.19,46.26,0.0
23.14,46.25,0.0
23.13,46.27,0.0
23.11,46.24,0.0
23.15,46.29,0.0
23.16,46.25,0.0
23.14,46.28,0.0
23.17,46.24,0.0
23.14,46.24,0.0
23.18,46.3,0.0
23.19,46.25,0.0
23.14,46.25,0.0
23.15,46.29,0.0
23.16,46.29,0.0
23.17,46.3,0.0
23.21,46.25,0.0
23.21,46.24,0.0
23.14,46.26,0.0
23.21,46.25,0.0
23.12,46.24,0.0
23.22,46.24,0.0
23.14,46.23,0.0
23.18,46.28,0.0
23.16,46.28,0.0
23.16,46.27,0.0
24.01,46.06,0.0
24.02,46.09,0.0
24.01,46.09,0.0
23.92,46.1,0.0
23.94,46.08,0.0
23.97,46.1,0.0
23.27,45.97,0.0
23.26,46.0,0.0
23.29,46.02,0.0
23.26,45.99,0.0
23.28,45.98,0.0
23.27,45.98,0.0
23.27,46.03,0.0
23.25,46.01,0.0
23.26,46.02,0.0
23.29,46.0,0.0
24.17,46.25,0.0
24.18,46.17,0.0
24.15,46.24,0.0
24.17,46.2,0.0
23.03,46.26,0.0
23.02,46.26,0.0
22.97,46.27,0.0
23.01,46.26,0.0
23.04,46.23,0.0
23.07,46.24,0.0
23.01,46.23,0.0
23.02,46.22,0.0
22.97,46.24,0.0
23.66,45.89,0.0
23.67,45.94,0.0
23.63,45.86,0.0
23.57,46.18,0.0
23.53,46.19,0.0
23.56,46.2,0.0
23.84,46.17,0.0
23.84,46.19,0.0
23.82,46.22,0.0
23.88,46.2,0.0
23.89,46.22,0.0
23.67,46.01,0.0
23.84,45.97,0.0
23.8,45.95,0.0
23.85,45.96,0.0
24.01,46.34,0.0
23.98,46.36,0.0
24.06,46.31,0.0
24.05,46.31,0.0
24.11,46.33,0.0
23.62,46.18,0.0
23.59,46.21,0.0
23.59,46.24,0.0
23.56,46.22,0.0
23.55,46.22,0.0
23.54,46.24,0.0
23.6,46.19,0.0
23.63,46.16,0.0
23.53,46.24,0.0
23.5,46.27,0.0
23.54,46.23,0.0
23.72,45.86,0.0
23.66,45.83,0.0
23.67,45.87,0.0
22.83,46.46,0.0
22.77,46.43,0.0
22.83,46.49,0.0
22.84,46.51,0.0
22.82,46.47,0.0
22.82,46.49,0.0
22.81,46.48,0.0
22.83,46.48,0.0
22.84,46.45,0.0
22.84,46.46,0.0
22.84,46.47,0.0
22.81,46.51,0.0
22.82,46.44,0.0
22.8,46.49,0.0
22.77,46.44,0.0
22.8,46.44,0.0
22.79,46.45,0.0
23.87,46.32,0.0
23.88,46.34,0.0
23.91,46.34,0.0
23.92,46.31,0.0
23.94,46.35,0.0
22.95,46.5,0.0
22.97,46.5,0.0
22.94,46.51,0.0
22.92,46.52,0.0
22.94,46.49,0.0
22.95,46.52,0.0
22.96,46.49,0.0
22.9,46.51,0.0
22.96,46.5,0.0
22.98,46.52,0.0
22.94,46.54,0.0
22.98,46.51,0.0
22.98,46.51,0.0
22.93,46.53,0.0
22.96,46.53,0.0
23.52,46.15,0.0
23.53,46.16,0.0
23.48,46.15,0.0
23.54,46.13,0.0
23.5,46.16,0.0
23.41,46.24,0.0
23.43,46.28,0.0
23.33,46.24,0.0
23.39,46.27,0.0
23.39,46.23,0.0
23.39,46.27,0.0
23.42,46.25,0.0
23.37,46.21,0.0
23.4,46.26,0.0
23.31,46.22,0.0
23.48,46.27,0.0
24.11,46.22,0.0
24.06,46.19,0.0
24.11,46.24,0.0
24.14,46.23,0.0
24.14,46.27,0.0
23.64,46.35,0.0
23.54,46.4,0.0
23.61,46.36,0.0
23.56,46.39,0.0
23.82,46.29,0.0
23.89,46.3,0.0
23.82,46.25,0.0
23.79,46.31,0.0
23.91,46.27,0.0
23.86,46.28,0.0
23.88,46.25,0.0
23.84,46.26,0.0
23.91,46.43,0.0
23.96,46.43,0.0
23.21,46.37,0.0
23.19,46.31,0.0
23.24,46.36,0.0
23.21,46.34,0.0
23.16,46.34,0.0
23.21,46.33,0.0
23.21,46.36,0.0
23.23,46.32,0.0
23.17,46.34,0.0
23.22,46.38,0.0
23.17,46.38,0.0
23.23,46.36,0.0
23.17,46.36,0.0
23.17,46.37,0.0
23.21,46.35,0.0
23.2,46.36,0.0
23.21,46.32,0.0
23.2,46.32,0.0
23.2,46.32,0.0
23.23,46.38,0.0
23.24,46.38,0.0
23.21,46.35,0.0
23.23,46.32,0.0
23.42,46.1,0.0
23.45,46.12,0.0
23.41,46.1,0.0
23.39,46.14,0.0
23.37,46.14,0.0
23.49,46.1,0.0
23.39,46.09,0.0
23.44,46.07,0.0
23.33,46.1,0.0
23.43,46.12,0.0
23.47,46.1,0.0
23.43,46.09,0.0
23.73,46.16,0.0
23.75,46.19,0.0
23.77,46.17,0.0
23.71,46.18,0.0
23.71,46.37,0.0
23.68,46.4,0.0
23.76,46.38,0.0
23.66,46.38,0.0
23.72,46.4,0.0
23.63,46.39,0.0
23.28,46.28,0.0
23.33,46.28,0.0
23.29,46.26,0.0
23.38,46.29,0.0
23.35,46.31,0.0
23.35,46.28,0.0
23.35,46.29,0.0
23.35,46.3,0.0
23.37,46.28,0.0
23.3,46.28,0.0
23.28,46.29,0.0
23.32,46.27,0.0
23.42,46.3,0.0
23.24,46.28,0.0
23.36,46.3,0.0
23.27,46.3,0.0
23.34,46.27,0.0
23.29,46.3,0.0
23.28,46.31,0.0
23.28,46.23,0.0
23.26,46.26,0.0
23.93,46.41,0.0
23.94,46.41,0.0
23.98,46.42,0.0
